ch'umpi chukcha|s.|cabellos castaños
ch'umpi paqu|adj.(<i>col</i>)|color castaño como un paco (<i>alpaca</i>)
ch'umpi sara|s.|clase de maíz marrón
Ch'umpiwillka|s.(<i>top</i>)|provincia en el departamento del Qosqo (<i>Perú</i>); (<i>esp.</i>) Chumbivilcas
ch'unchu|adj.|mal vestido; andrajoso; salvaje; inculto; no civilizado; incivilizados; salvajes; selvícola
ch'unchu|s.|indígena de la selva; pueblo belicoso que habitaba el río Madre de Dios; nativo de la selva; indios de guerra o salvajes
ch'unchu|s.(<i>tex</i>)|motivo pallay en tejidos (<i>significado: indígena de la selva</i>)
ch'unchul|s.(<i>ana</i>)|intestinos; intestino; tripa
ch'unchul rakhu|s.(<i>ana</i>)|colon
ch'unchu wayta|s.(<i>bot</i>)|especie de genciana de la sierra alta (<i>janca</i>)
ch'uni|s.(<i>med</i>)|legaña
ch'unku|s.|gentía; muchedumbre
ch'unku-ch'unku runakuna|s.|gentía; muchedumbre
ch'unkunakuy|v.recip.|apretujar
ch'unkunasqa|p.p.p.|gentía; muchedumbre
ch'unku runa|s.|gentía; muchedumbre
ch'unkuy|v.tr.|empujar (<i>gente</i>); apretujar
ch'unkuykuy|v.tr.|apretujar
ch'unqa|s.(<i>bot</i>)|especie de planta silvestre
ch'unqa ch'unqa|s.(<i>bot</i>)|especie de planta de flores rojas aterciopeladas
ch'unqaku|s.(<i>zoo</i>)|sanguijuela
ch'unqaku|s.(<i>zoo</i>)|variedad de lagarto pequeño
ch'unqana|adj.|dulce que sirve para chupar
ch'unqasqa|p.p.p.|chupado; exhausto
ch'unqay|v.tr.|absorber; sorber; chupar
Ch'unqiri|s.(<i>top</i>)|estación del ferrocarril a Tecoya (<i>Bolivia</i>)
ch'uñu|s.|"chuño; papas secas; papas deshidratadas, secadas al sol; papa helada y secada al sol"
ch'uñuchay|v.tr.|hacer chuño de tubérculos
ch'uñurpariy|v.tr.|traspasarse de frío
ch'uñu saruq|s.a.|el que pisa la papa helada
ch'upa|s.(<i>ana</i>)|pantorrilla; pierna
ch'upu|s.(<i>med</i>)|grano; absceso; abceso; papera; forénculo; divieso; forúnculo
ch'upuyay|v.intr.|formarse un absceso
ch'uqcha|adj.|grueso; vulgar; mujer vulgar
ch'uqmi|s.|puño; puñado
ch'uqñi|adj.|ciego de un ojo; legañoso
ch'uqñi|s.(<i>med</i>)|legaña; suciedad en las cejas; lagaña
ch'uqñi ñawi|adj.|"de ojos sucios, legañosos"
ch'uqñisapa|s.p.|legañoso; lagañoso
ch'uqri|s.(<i>med</i>)|herida; lastimadura; descalabradura
ch'uqrichiy|v.tr.|hacer daño; lastimar; herir
ch'uqrisapa|s.p.|mal herido; cubierto de heridas
ch'uqriy|v.intr.|lastimarse; herirse
ch'uqri yuyu|s.(<i>bot</i>)|chugri yuyu; especie de planta medicinal de la selva ecuatoriana
ch'uquy|v.tr.|beber grandes tragos y con ruido
ch'ura|s.|pantano
ch'uraq|adj.|sinogoso; tierra movediza
ch'urkuy|v.tr.|resolver
ch'uru|s.(<i>zoo</i>)(<i>d1</i>)|caracol; concha de caracol; caracol cuya concha es utilizada como instumento musical
ch'usa|s.|espacio
ch'usa kay|v.intr.|faltar
ch'usaq|adj.|vacío; ausente; faltante
ch'usaq|num.c.|cero; nada; que no existe
ch'usaq|s.(<i>fis</i>)|vacuo; vacío
ch'usaq|s.a.|viajante; él que viaja; ausente
ch'usaqapuy|v.tr.|borrar; tachar
ch'usaqchay|v.tr.|vaciar
ch'usaqta kachiq|s.a.(<i>cri</i>)|Dios que da ser a lo que no es
ch'usaqyachiy|v.tr.|vaciar
ch'usaqyay|v.intr.|vaciarse
ch'usay|v.intr.|faltar; ser insuficiente; no alcanzar
ch'usay|v.mov.|ausentarse; ausentarse; salir de viaje; viajar
ch'usiqa|s.(<i>zoo</i>)|"lechuza; buho; chusqui; búho pequeño y agorero, anunciaba las novedades del vencidario"
ch'uskikuq|s.a.|el que se despelleja
ch'uskikuy|v.intr.|quitarse; desnudarse; despellejarse
ch'uskisqa|p.adj.|despellejado
ch'uskiy|v.tr.|pelar; cortar al ras; desnudar; desollar; despellejar
ch'usku|s.|rabia; ira
ch'uskullikuy|v.tr.|enojar
ch'uspa|s.(<i>tex</i>)|"bolsita de cuero, lana, buche o vejiga de suri que se utiliza para llevar coca o tabaco; bolsa pequeña que sirve para llevar la coca; bolsa de indios, olsa de hombre que la traen del hombro colgada; bolsa de coca"
ch'uspi|s.(<i>zoo</i>)|mosca; mosco; abeja; mosquito
ch'uspillu|s.|maíz tostado; variedad de maíz que sirve para hacer tostado
ch'uspisqa|p.p.p.|sementera mosqueada
ch'uspi wira|s.|cera
ch'ustikuy|v.intr.|desvestirse; desnudarse
ch'ustiy|v.tr.|desvestir; desnudar; despellejar; abrir
ch'usu|adj.|crespo; arrugado
ch'usu ñawi|adj.|de ojos muy pequeños
ch'usuyachiy|v.tr.|ahuecar
ch'usuyay|v.intr.|ahuecarse; desincharse; arrugarse
ch'uswari|adj.|faltante
ch'usway|v.intr.|faltar
ch'uta|adj.|habitante del altiplano boliviano
ch'utikuy|v.intr.|"quitarse; quitarse la ropa; quitar (<i>vestidos, pantalón</i>); dejar (<i>vestidos, pantalón</i>)"
ch'utillu|adj.|refinado; imitador de costumbres foráneas
ch'utillu|s.|chiste
ch'utiy|v.tr.|atacar
ch'utiy|v.tr.(<i>tex</i>)|despojar la lana hilada de la rueca
ch'utu|s.|getón; bollo; abolladura; bulto; hinchazón que se forma por un golpe; labios; jetón
ch'utu|s.(<i>k</i>)|indígena; indio; malatrasa
ch'utuq|interj.onom.|[ruido de beso]
ch'utuy|v.tr.|jamás haber dormido bastante
ch'uwip|adj.poses.|espiral
ch'uwiy|v.tr.|embalar; envolver
ch'uya|adj.|claro; transparente; limpio; inmaculado; puro; cristalino; obvio; líquido cristalino; agua clara; aguado
ch'uya|adj.|diluído; poco espeso; chirle
ch'uya|adj.|santo
ch'uyachay|v.tr.|aclarar; esclarecer; hacer que se ponga cristalino el líquido; secar; explicar
ch'uyachiy|v.tr.|destilar; purificar (<i>el agua</i>)
ch'uya-ch'uya|adj.|que anda limpio
ch'uya-ch'uyata away|v.tr.(<i>tex</i>)|tejer ralo o claro
ch'uya ispiritu|s.(<i>cri</i>)|Espíritu Santo
ch'uyanchaku|s.|definición
ch'uyanchasqa|p.p.p.|definido
ch'uyanchay|v.tr.|enjuagar; enjuagar la ropa lavada u objetos; explicar; descifrar; definir
ch'uya p'acha|s.(<i>tex</i>)|ropa muy rala o clara
ch'uyaq|adj.|cristalino
ch'uyaqlla|adj.|limpio
ch'uyaq yaku|s.|agua clara
ch'uya sunqu|s.|corazón de conciencia limpia
ch'uya sunqu kay|s.|inocencia
ch'uya unu|s.|agua cristalina
ch'uya uya|s.|cara limpia
ch'uyayachiy|v.tr.|aclarar; esclarecer; hacer que se ponga cristalino el líquido; secar
ch'uyayachiy|v.tr.|diluir; aclarar un líquido
ch'uyayay|v.intr.|aclararse; ponerse cristalino un líquido
ch'uyayay|v.intr.|diluirse
ch'uychukuy (<i>p'acha</i>)|v.intr.|empaparse (<i>vestido</i>); remojarse el vestido 
ch'uyita|adj.|claro (<i>intelecto</i>)
ch'uyka|adj.|excéntrico
ch'uyka kay|s.|excentricidad
ch'uyllur|s.(<i>bot</i>)|chuyllur; especie de árbol
ch'uymay|v.tr.|desaguar
ch'uytu|adj.|oval
ch'uytu|s.|elipse
ch'uytu|s.|óvalo
ch'uytup|adj.poses.|elíptico
dakuy|v.tr.(<i>esp</i>)|reconecer el mérito
daliy|v.tr.(<i>esp</i>)|castigar
dansaq|s.a.(<i>esp</i>)|bailarín
dansay|v.tr.(<i>esp</i>)|bailar
dañarina p'unchaw|s.(<i>p.esp</i>)|fecha de vencimiento
dañaw|adj.(<i>esp</i>)|flojo; inútil; dañado; eteco
dañay|v.tr.(<i>esp</i>)|herir; dañar
dañu|s.(<i>esp</i>)|hechizo; brujería
dañuchiy|v.tr.(<i>esp</i>)|dañar
dañuq|s.(<i>esp</i>)|brujo; hechicero
daru|s.(<i>bot</i>)|daro; especie de planta medicinal de la selva ecuatoriana
das|adv.m.(<i>esp</i>)|rápido
dawa|s.(<i>zoo</i>)(<i>amz</i>)|dahua; especie de ave cotinga
dibuhay|v.tr.(<i>esp</i>)|dibujar
dibuhu|s.(<i>esp</i>)|dibujo
didu|s.(<i>esp</i>)|dedo
dihay|v.tr.(<i>esp</i>)|dejar
dihur|interj.(<i>esp</i>)|claro que sí
dihuru|adj.(<i>reg</i>)|seguramente
diki|s.(<i>esp</i>)|dique
dilikaw|adj.(<i>esp</i>)|delicado
diluwyu|s.(<i>esp</i>)|diluvio
dimas|s.(<i>esp</i>)|malvado
dimintu|adj.(<i>esp</i>)|tonto; loco; inútil; bobo; idiota
dimuray|v.intr.(<i>esp</i>)|tardar; demorar
dirichay|v.tr.(<i>esp</i>)|enderezar
dirichu|adj.(<i>esp</i>)|derecho (<i>recto</i>); directo
dirichuy|v.tr.(<i>med</i>)(<i>esp</i>)|posicionar al niño en el vientre materno
dirihiy|v.tr.(<i>esp</i>)|dirigir
di ripinti|adv.m.(<i>esp</i>)|de repente
disfrasi|s.(<i>esp</i>)|disfraz
disgrasya|s.(<i>esp</i>)|desgracia
disimri|s.(<i>mes</i>)(<i>esp</i>)|diciembre
diskutiy|v.tr.(<i>esp</i>)|discutir
dispachay|v.tr.(<i>esp</i>)|despachar
dispachu|s.(<i>esp</i>)|ofrenda; despacho a los espíritus naturales que puede contener más de 200 ingredientes
disparati|s.(<i>esp</i>)|disparate
distapay|v.tr.(<i>esp</i>)|destapar
distruwiy|v.tr.(<i>esp</i>)|destruir
disyakuq|s.a.(<i>esp</i>)|goloso; antojadizo; deseoso
disyay|v.tr.(<i>esp</i>)|desear
diwda|s.(<i>esp</i>)|deuda
diwdakuy|v.tr.(<i>esp</i>)|adeudar
diwiy|v.tr.(<i>esp</i>)|deber; adeudar
diya|s.(<i>esp</i>)|día
diyablu|s.(<i>esp</i>)|diablo
diyablu llulla|adj.(<i>p.esp</i>)|mentiroso
diyachaku|s.(<i>p.esp</i>)|cumpleaños; aniversario
diyachakuy|v.intr.(<i>p.esp</i>)|celebrar un aniversario
diyagrama|s.(<i>esp</i>)|diagrama
diyantin|adv.t.(<i>esp</i>)|todo el día; todos los días
duktur|s.(<i>esp</i>)|doctor
dulsayna|s.(<i>mus</i>)|flauta
dumingu|s.(<i>pun</i>)(<i>esp</i>)|domingo
dun|s.(<i>esp</i>)|don
dunduma|s.(<i>bot</i>)(<i>amz</i>)|dunduma; especie de planta medicinal de la selva ecuatoriana
dunduma|s.(<i>bot</i>)(<i>amz</i>)|dunduma; especie de planta medicinal de la selva ecuatoriana
dunsilla|s.(<i>esp</i>)|doncella
durasnu|s.(<i>bot</i>)(<i>esp</i>)|durasno; durazno
durmi-durmi|adj.(<i>esp</i>)|dormilón; somnoliento
durmi-durmi|s.(<i>zoo</i>)(<i>esp</i>)|una variedad de pájaro
duwiñu|s.(<i>esp</i>)|dueño; propietario
dyuntiru|adv.m.(<i>esp</i>)|rápidamente
Dyus|s.(<i>cri</i>)(<i>esp</i>)|dios
Dyus ima(<i>ta</i>) ñisqata willakuq|s.(<i>cri</i>)(<i>p.esp</i>)|profeta
Dyusman kutiriq|s.a.(<i>cri</i>)(<i>p.esp</i>)|converso
Dyusman kutiriy|s.(<i>cri</i>)(<i>p.esp</i>)|conversión
Dyusman kutiriy|v.tr.(<i>cri</i>)(<i>esp</i>)|arrepentirse de; volverse a Dios
Dyusmanta mañakuy|s.(<i>cri</i>)(<i>p.esp</i>)|rezo; oración
Dyusmanta mañakuy|v.tr.(<i>cri</i>)(<i>esp</i>)|rezar; orar
Dyusninchik|s.(<i>cri</i>)(<i>p.esp</i>)|nuestro Dios
Dyuspa akllankuna|s.(<i>cri</i>)(<i>p.esp</i>)|monjas
Dyuspa atiynin|s.(<i>cri</i>)(<i>p.esp</i>)|poder de dios; clero; sacerdocio
Dyuspagarasunki!|expr.(<i>esp</i>)|¡Gracias!
Dyuspagarasunkichik!|expr.(<i>esp</i>)|¡Gracias a ustedes!
dyuspagaray|v.tr.(<i>esp</i>)|agradecer
Dyuspa grasyan|s.(<i>cri</i>)(<i>esp</i>)|gracia de Dios
Dyuspa Simin Qillqa|s.(<i>cri</i>)(<i>p.esp</i>)|Biblia
dyusulpani|expr.(<i>esp</i>)|gracias
Dyus yachan sinallatam yachanki|expr.(<i>p.esp</i>)|sabrás como Dios sabe
fabrika|s.(<i>esp</i>)|fábrica
faldin|s.(<i>esp</i>)|falda
faltay|v.intr.(<i>esp</i>)|faltar
familiya|s.(<i>esp</i>)|familia
fandankuy|v.intr.(<i>esp</i>)|bailar fandango
fantasma|s.(<i>esp</i>)|fantasma
fasil|adj.(<i>esp</i>)|fácil
fibriru|s.(<i>mes</i>)(<i>esp</i>)|febrero
fidiyukuna|s.(<i>esp</i>)|fideos
filu|s.(<i>tex</i>)(<i>esp</i>)|filo; hilo agudo
fimanta willana|s.(<i>cri</i>)(<i>esp</i>)|artículo de fe
finka|s.(<i>esp</i>)|finca
finu|adj.(<i>esp</i>)|filudo; fino; delgado o fino; filudo; fino
firiya|s.(<i>esp</i>)|feria
firmay|v.tr.(<i>esp</i>)|firmar
fiy|s.(<i>cri</i>)(<i>esp</i>)|fe
fiyakuy|v.tr.(<i>esp</i>)|fiar
fiyiru|adj.(<i>esp</i>)|fiero; feo
fiyista|s.(<i>esp</i>)|fiesta
fiyistay|v.tr.(<i>esp</i>)|festejar
fiyu|adj.(<i>esp</i>)|malo; féo
flaqu|adj.(<i>esp</i>)|flaco
flayri|s.(<i>zoo</i>)|pava del monte; paujilo; paujil
flitay|v.tr.(<i>esp</i>)|fletar; alquiler
fransis|s.(<i>esp</i>)|francés
frasada|s.(<i>esp</i>)|frazada
frigay|v.tr.(<i>esp</i>)|fregar; enojar; molestar; disturbar
frihul|s.(<i>bot</i>)(<i>esp</i>)|frejol
frisku|adj.(<i>esp</i>)|fresco
fruta|s.(<i>esp</i>)|fruta
fundu|s.(<i>esp</i>)|falda
fusfuru|s.(<i>bot</i>)(<i>esp</i>)|fósforo (<i>planta andina</i>); planta cuyas hojas se usan para teñir de negro
fusfuru|s.(<i>esp</i>)|fósforo
futbul|s.(<i>esp</i>)|futbol
fututa hap'iy|v.tr.(<i>p.esp</i>)|sacar fotografías; fotografiar
fuwirsanchakuy|s.(<i>esp</i>)|esfuerzo
gagu|adj.(<i>esp</i>)|gangoso
gallu|s.(<i>zoo</i>)(<i>esp</i>)|gallo
gallu waqay|s.(<i>p.esp</i>)|canto del gallo
gamitana|s.(<i>zoo</i>)(<i>amz</i>)|gamitana; pez de regular tamaño de escamas grandes; gamitana; especie de pez de la Amazonía
ganas|s.(<i>esp</i>)|ganas; deseo
ganasniy tiyan|expr.(<i>p.esp</i>)|tengo ganas de
ganay|v.tr.(<i>esp</i>)|ganar
garra|adj.(<i>esp</i>)|flaco
"garr ñichina, asa kachita churaspa"|v.intr.|gargarizar; hacer gárgaras
garrucha|s.(<i>esp</i>)|garrucha
gastay|v.tr.(<i>esp</i>)|gastar
gastu|s.(<i>esp</i>)|gasto
gatyay|v.tr.(<i>reg</i>)|arrastrarse para subrepticiamente introducirse en ellecho de una mujer con el propósito de mantener relaciones sexuales
Gindas Pampas|s.(<i>top</i>)|llano antes de Betanzos (<i>viniendo de Tecoya</i>)
gluria unquy|s.(<i>med</i>)(<i>p.esp</i>)|"enfermedad de rayo, según dicen causada por rayos en la selva"
grabi|adj.(<i>esp</i>)|grave
granu|s.(<i>esp</i>)|grano
grasyas|expr.(<i>esp</i>)|gracias
grasyas|s.(<i>esp</i>)|gracias
grasyayuq hanaq pacha chayaqiyuqmi|expr.|El que tiene gracia tiene derecho a la gloria (<i>llegar al cielo</i>)
gringa|s.(<i>esp</i>)|gringa
gringu|s.(<i>esp</i>)|gringo
gringu simi|s.(<i>esp.neo</i>)|inglés
Gringu simita rimankichu?|expr.(<i>p.esp</i>)|¿Hablas inglés?; ¿Habla inglés? [usted]
gubyirnu|s.(<i>esp</i>)|gobierno
gulpi|adv.m.(<i>esp</i>)|sin parar
gumitay|v.tr.(<i>esp</i>)|vomitar
gurdu|adj.(<i>esp</i>)|gordo
gustay|v.intr.(<i>esp</i>)|gustar; agradar
gustay|v.tr.(<i>esp</i>)|gustar; agradar
gustu|s.(<i>esp</i>)|gusto
h|fon.|"(<i>fonema consonántico fricativo, velar, sordo</i>); (<i>consonante fricativa global, se pronuncia como la /j/ del castellano, ocurre a inicio de silaba</i>)"
ha|pron.|¿qué?
habun|s.(<i>esp</i>)|jabón
hacha|s.(<i>ana</i>)|mandíbula
hacha|s.(<i>esp</i>)|hacha
hachay|v.tr.(<i>esp</i>)|cortar con hacha
hachisyay|v.dic.|rebuznar
hachiy|v.intr.|estornudar
hach'a ch'illka|s.(<i>bot</i>)|hachcha chilka; planta cuyas hojas se usan para teñir de verde
hach'u|s.(<i>d1</i>)|apodo a los carabineros
hach'u|s.(<i>d2</i>)|residuo de la coca mascada o de la caña chupada; desecho (<i>de algo que se come</i>)
hach'u simi|s.|usario habitual de coca
hach'uy|v.tr.|masticar sustancias que dejan residuos en la boca-coca
hahatiy|v.dic.|respirar ruidosamente por la boca abierta
hahatiyay|v.dic.|jadear
hakanñiy|v.impers.|relampaguear; brillar; centellear; lucir (<i>en las nubes</i>)
hakatay|v.dic.|cobrar el aliento; jadear
hakaylla|adv.m.|continuamente
hakima|s.|brida; freno
hakllu|s.(<i>med</i>)|dislalia
haklluq|s.a.|balbuciente; tartamudo
haklluy|v.dic.|tartamudear
Haku!|expr.|¡Vamos!; ¡Vámonos!; ¡Marchemos!
haku|s.(<i>tex</i>)|mantilla; bufanda (<i>gastada por mujeres y hombres</i>); chal
haku buhanda|s.(<i>tex</i>)(<i>p.esp</i>)|modo de traer el haku doblado y atado alrededor del cuello (<i>varones</i>)
haku kipiy|s.(<i>tex</i>)|"modo especial de doblar el haku para llevar cargas pesadas, es abierto al uelo, cargado, dos esquinas opuestas son atadas una con otra sobre la arga, las sobrantes son atadas sobre el pecho después de levantarlo a a espalda superior"
hakukuna|s.(<i>tex</i>)|bufandas; chales; mantillas
Haku mikumusunchik!|expr.|vámos a comer
hakun illawasqa|s.(<i>tex</i>)|"modo de traer el haku para llevar cargas pesadas, con dos esquinas opuestas a un lado de la manta atadas sobre el pecho (<i>como en pikatash</i>) y las otras atadas sobre las caderas (<i>varones y mujeres</i>)"
hakun umachasqa|s.(<i>tex</i>)|"modo de traer el haku sobre la cabeza, doblado más veces y con los cabos colgando ralamente sobre la espalda (<i>mujeres</i>)"
hakun uman watasqa|s.(<i>tex</i>)|"modo de traer el haku envolviendo la cabeza y atándolo atrás (<i>mujeres viejas, viudas</i>)"
haku ñañantin|s.(<i>tex</i>)|dos bufandas gastadas juntas; bufandas hermanas
haku pikatasqa|s.(<i>tex</i>)|"modo de traer el haku para protegirse contra el frío, atando dos esquinas puestas a un lado de la manta sobre el pecho, dejando la manta colgar alamente sobre la espalda (<i>varones y mujeres</i>)"
hakuq|s.|sitio desocupado
hakusun!|expr.|¡vamos!
haku shawatasqa|s.(<i>tex</i>)|modo decorativo de traer el haku ralamente sobre el hombro izquierdo o ambos hombros (<i>mujeres jóvenes</i>)
haku shukutasqa|s.(<i>tex</i>)|modo de traer el haku como mantilla con los cabos atados al mentón (<i>mujeres</i>)
haku wallqa mich'akusqa|s.(<i>tex</i>)|"modo de usar el haku como lío para traer cargas pequeñas, con las esquinas puestas atadas de ambas diagonales, con el brazo entre los nudos y el ío sobre el hombro"
haku wallqasqa|s.(<i>tex</i>)|"modo decorativo de traer el haku sobre el hombro y bajo el brazo opuesto, atado sobre el pecho"
hakuwan|s.(<i>tex</i>)|modo de traer el haku como mantilla desatada con los cabos atrás (<i>mujeres</i>)
Haku wasita!|expr.|vámos a la casa
haku waska|s.(<i>tex</i>)|"modo de traer el haku para apoyar, doblado algunas veces diagonal y atado a la cintura (<i>varones</i>)"
hakuy|v.tr.|frotar; fregar ropa
Hakuychik!|expr.|¡vamos todos!; ¡vámonos! (<i>entre más de dos personas</i>)
hakyachiy|v.tr.|disminuir el peso
hak'alawa|s.|sopa de choclos tiernos
hak'u|adj.|suave; harinoso
hak'u|s.|"harina; harina muy fina; harina (<i>de maíz, trigo o cebada tostado</i>); polvo; harinoso; que tiene harina"
hak'uchay|v.tr.|enharinar
hak'uchiy|v.tr.|hacer moler los cereales en molino
hak'uy|v.tr.|moler cereales en molino
hak'uy|v.tr.|comer algo molido (<i>harina; azúcar</i>)
hak'uyay|v.intr.|volverse harinoso; volverse suave
hala!|interj.|¡vea!
halaku|interj.|qué rico; qué sabroso
halay|v.mov.(<i>aym</i>)|volar
halki|s.|persona que come demasiado
halq'a|s.|prueba
halsuri|s.|manantial; vertiente; fuente
haluchu|s.|pendiente (<i>de oreja</i>)
hallch'ay|s.(<i>ass</i>)|censo; glosario; vocabulario
hallch'ay|v.tr.|guardar; preservar; supervisar; asegurar; guardar; preservar
hallch'ay|v.tr.(<i>ass</i>)|registrar
hallkakunap tukukuynin|s.|límite
hallka k'iti kanchar|s.(<i>mat</i>)|area
hallmaq|s.a.|el que deshierba; deshierbador
hallmay|s.(<i>ass</i>)|campo
hallmay|v.tr.(<i>agr</i>)|aporcar; poner tierra alrededor de la base de una planta; proteger una planta de la luz; desherbar; aporcar la tierra; collar; roturar; (<i>ANC:</i>) deshacer los surcos con puntilla o palana en el sembrío (<i>por boleo</i>) de cebada o trigo; desherbar (<i>quitar la maleza de los sembríos</i>)
hallmu|adj.|sin dientes; que ya no corta
hallmukiru|adj.|desdentada que perdió la dentadura
hallmuyay|v.intr.|volverse motoso; perder el filo de los dientes
hallpa|s.|"crema de harina de maíz para comer con ""coles yano""; tierra"
hallpay|v.intr.|masticar coca
hallp'isqa|p.p.p.|rasgado
hallp'iy|v.tr.|rasgar
hallq'ay|s.(<i>zoo</i>)|animal negro y blanco
hamanta|s.|alumbramiento; puerperio
hamchi|adj.|pequeño; delgado
hamchi|s.|afrecho
hamillu|s.(<i>bot</i>)|jamillo; planta parasítica que se injerta a los árboles
hamiyakuq|s.|cedazo; tamiz; cernidor
hamiyakuy|v.tr.|colar
hamk'a|adj.|tostado
hamk'a|s.|maíz tostado; pororó; roseta de maíz; maíz o haba tostada; grano tostado; cancha
hamk'achiy|v.tr.|hacer tostar algún cereal
hamk'akipay|v.tr.|tostar o retostar ligeramente
hamk'a k'analla|s.|olla especial para tostar el maíz
hamk'amuy|v.tr.|ir a tostar algo
hamk'ana|s.|tostadora; olla para tostar
hamk'apuy|v.tr.|tostárselo
hamk'asqa|p.p.p.|tostado
hamk'ay|v.tr.|tostar maíz u otro cereal; tostar; torrar; tostar granos; freír
hampi|s.|remedio; medicina; sustancia medicinal; medicamento; veneno; insecticida; pesticida; venenos; fertilizante
hampichikuy|v.intr.|curarse
hampichiy|v.tr.|hacer curar
hampi kamayuq|s.|curandero; farmacéutico; boticario; médico
hampikuq|s.a.|curador; curandero
hampikuy|v.intr.|curarse; hacerse curar
hampikuy|v.tr.|calmar
hampina|s.|medicina; medicamentos
hampiq|s.a.|curandero; el que cura; médico; curandero
hampiq runa|s.|curandero
hampi qura|s.|hierba medicinal
hampiq wasi|s.|hospital
hampi qhatu|s.|farmacia; lugar de venta de medicinas andinas
hampi qhatuq|s.|"droguero, farmacista"
hampi qhatuq wasi|s.|farmacia
hampiri|s.|curandero; el que cura; médico
hampiripaq|adj.|que puede curarse
hampiriy|v.intr.|salvarse; recuperarse; recobrar fuerza; mejorarse
hampis|s.(<i>med</i>)|menstruación
hampisqa|p.p.p.|curado; sanado; curado; paciente
hampita chaskinapaq llakikuna|s.(<i>pol</i>)(<i>neo</i>)|crisis de la salud
hampiwan unquchiy|v.tr.|envenenar
hampi waska|s.(<i>bot</i>)|"ambi huasca; ampihuasca; curaré; curare; especie de liana de la selva; especie de planta medicinal (<i>usos principales: veneno de animales, medicina: contusiones, edema, cálculos renales</i>)"
hampiway|expr.|cúrame
hampiy|v.tr.|curar; administrar medicamentos; tratar; fertilizar
hampi yachaq|s.a.|médico; curandero
hampiyuq wasi|s.|farmacia
hampusqayki|expr.|estoy viniendo
hampuy!|expr.|"¡Ven!; llamada usada por los sacerdotes andinos para llamar el espíritu de una persona, una deidad, de un maestro o de un ser natural"
hampuy|v.mov.|venirse de regreso
hamp'ara|s.(<i>neo</i>)|mesa
Hamp'atu|s.(<i>ast</i>)|"constelación del Sapo, una mancha oscura de la Vía Láctea o Mayu, creada en un espacio interestelar oscuro"
Hamp'atu; Ampatu|s.(<i>top</i>)|ciudad en Ecuador (<i>capital de la provincia de Tungurahua</i>); (<i>esp.</i>) Ambato (<i> ← [colina del] sapo</i>)
hamp'atu|s.(<i>zoo</i>)|sapo; batracio; ambato; rana
Hamp'atup Simin|s.(<i>ast</i>)|Boca del Sapo (<i>Sapo = nube oscura en la vía láctea</i>): Híades (<i>proveniencia: Misminay</i>)
hamu|s.|causa
hamullayki|expr.|¡vengo a visitarte!
hamuna pacha|s.(<i>gra</i>)|"tiempo futuro mediato (<i>en quechua: -shaq, -nki, nqa, ...</i>)"
hamunayki mana hamunaykita tapurqa|expr.|preguntó si vendrás
hamunpa|adj.(<i>ass</i>)|especial
hamupallachi|adj.(<i>mat</i>)|deductivo
hamupasaq|expr.|vendré por favor
hamupay|expr.|venga por favor [con cortesía]
Hamupay!|expr.|¡Bienvenido!
hamupayay|v.intr.|venir repetidas veces; menudear las visitas
hamuphallachi|adj.(<i>mat</i>)|inductivo
hamuq|s.a.|venidero; venidero; el que viene; proximo; próximo; siguiente
hamuq hamuriy|v.tr.|visitar frecuentemente
hamuq killa|adv.t.|próximo mes
hamuqlla|s.a.|desconocido; forastero
hamuq pacha|s.|futuro; porvenir; tiempo venidero; tiempo futuro
hamuq punchawkuna|expr.|futuro (<i>inmediato</i>); los próximos días
hamuq rina pacha|s.(<i>gra</i>)|tiempo futuro inmediato (<i>en quechua: -q + riy / -k + rina</i>)
hamuq wata|adv.t.|el año que viene; próximo año
hamuriy|v.tr.|visitar frecuentemente
hamuy|s.|manera; modo
hamuy|v.mov.|venir
hamuy a!|expr.|¡Ven pues!
hamuyay|v.tr.|criticar
hamuypallay|v.tr.|deducir
hana|s.|jana; espina pequeña de las cactáceas
hanak'achi|s.(<i>bot</i>)|arbusto espinoso de hojas brillantes
hanan|adj.|elevado; alto; superior; arriba
hanan|adv.l.|arriba; encima; norte; alto; arriba; sobre (<i>encima</i>)
hanan|s.|"la parte superior; alto; arriba; altura,s"
hanan anqas|s.|cielo azul
hananchay|v.tr.|elevar; colocar en altura
hanan kay|s.|nivel
hanan pacha|s.|cielo; mundo de arriba; el cielo
hanan pata|s.|la parte alta de la cuesta
hananpi|postpos.|encima de
hanan saya|s.(<i>pol</i>)|región superior de un ayllu
hanan sayana|s.(<i>tex</i>)|parte de la urdimbre que es empujada arriba por el separador
hanan simpa|s.(<i>tex</i>)|plegador de urdimbre; barra superior del telar
hanan suyu|s.|parte alta
hananta|s.|pañal; pañales
hanaq|adj.|"elevado; alto; superior; alto,a"
hanaq|adv.l.|arriba; encima; norte; alto; arriba; sobre (<i>encima</i>)
hanaq|s.|parte superior; parte alta
hanaq|s.(<i>d2</i>)|cielo
hanaqcha|s.|elevación
hanaq kaq|adv.l.|un poco arriba
hanaq law|s.(<i>geo</i>)|norte
hanaq lawpi|postpos.|arriba de
Hanaq Lluqa|s.(<i>ast</i>)|constelación de la Cruz del Sur
hanaqman|adv.l.|hacia arriba
hanaqmanta|adv.l.|de arriba; desde arriba
hanaqnin|adj.|superior
hanaqninpi|adv.l.|encima
hanaq pacha|s.|cielo; mundo de arriba
